source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD003754_PT3701S1F20	Homo sapiens	whole cell lysate	osteosarcoma cell line	303	PXD003754_PT3701S1F20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3701S1F20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3701S1F22	Homo sapiens	whole cell lysate	osteosarcoma cell line	304	PXD003754_PT3701S1F22_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3701S1F22.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14019	Homo sapiens	whole cell lysate	osteosarcoma cell line	305	PXD003754_PTSS3802SN14019_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14019.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F39	Homo sapiens	whole cell lysate	osteosarcoma cell line	306	PXD003754_PT3441S1F39_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F39.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F43	Homo sapiens	whole cell lysate	osteosarcoma cell line	307	PXD003754_PT3441S1F43_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F43.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14039	Homo sapiens	whole cell lysate	osteosarcoma cell line	308	PXD003754_PTSS3802SN14039_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14039.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT2003S1F01	Homo sapiens	whole cell lysate	osteosarcoma cell line	309	PXD003754_PT2003S1F01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT2003S1F01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3281S1F33	Homo sapiens	whole cell lysate	osteosarcoma cell line	310	PXD003754_PT3281S1F33_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3281S1F33.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F44	Homo sapiens	whole cell lysate	osteosarcoma cell line	311	PXD003754_PT3441S1F44_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F44.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3442S1F40	Homo sapiens	whole cell lysate	osteosarcoma cell line	312	PXD003754_PT3442S1F40_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3442S1F40.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14027	Homo sapiens	whole cell lysate	osteosarcoma cell line	313	PXD003754_PTSS3802SN14027_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14027.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3701S1F11	Homo sapiens	whole cell lysate	osteosarcoma cell line	314	PXD003754_PT3701S1F11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3701S1F11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14050	Homo sapiens	whole cell lysate	osteosarcoma cell line	315	PXD003754_PTSS3802SN14050_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14050.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F09	Homo sapiens	whole cell lysate	osteosarcoma cell line	316	PXD003754_PT3441S1F09_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F09.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1781S1F13	Homo sapiens	whole cell lysate	osteosarcoma cell line	317	PXD003754_PT1781S1F13_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1781S1F13.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3701S1F39	Homo sapiens	whole cell lysate	osteosarcoma cell line	318	PXD003754_PT3701S1F39_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3701S1F39.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14030	Homo sapiens	whole cell lysate	osteosarcoma cell line	319	PXD003754_PTSS3802SN14030_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14030.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3442S1F23	Homo sapiens	whole cell lysate	osteosarcoma cell line	320	PXD003754_PT3442S1F23_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3442S1F23.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F01	Homo sapiens	whole cell lysate	osteosarcoma cell line	321	PXD003754_PT3441S1F01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3442S1F28	Homo sapiens	whole cell lysate	osteosarcoma cell line	322	PXD003754_PT3442S1F28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3442S1F28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3801SN14007	Homo sapiens	whole cell lysate	osteosarcoma cell line	323	PXD003754_PTSS3801SN14007_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3801SN14007.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3801SN13969	Homo sapiens	whole cell lysate	osteosarcoma cell line	324	PXD003754_PTSS3801SN13969_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3801SN13969.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3801SN14009	Homo sapiens	whole cell lysate	osteosarcoma cell line	325	PXD003754_PTSS3801SN14009_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3801SN14009.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
