source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD011071_TRAPP_cerevisiae_400_S10_1	Saccharomyces cerevisiae	not available	not available	78	PXD011071_TRAPP_cerevisiae_400_S10_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_400_S10_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_400_S11_1	Saccharomyces cerevisiae	not available	not available	79	PXD011071_TRAPP_cerevisiae_400_S11_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_400_S11_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_C3	Saccharomyces cerevisiae	not available	not available	80	PXD011071_Sorbic_cerevisiae_total_proteome_C3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_C3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S5_2	Saccharomyces cerevisiae	not available	not available	81	PXD011071_TRAPP_cerevisiae_1360_S5_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S5_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S6_2	Saccharomyces cerevisiae	not available	not available	82	PXD011071_TRAPP_cerevisiae_1360_S6_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S6_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_PARTRAPP_cerevisiae_H2_3	Saccharomyces cerevisiae	not available	not available	83	PXD011071_PARTRAPP_cerevisiae_H2_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_H2_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_C_1	Saccharomyces cerevisiae	not available	not available	84	PXD011071_Sorbic_cerevisiae_PARTRAPP_C_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_C_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_800_3A2	Escherichia coli	not available	not available	85	PXD011071_TRAPP_Escherichia_800_3A2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_800_3A2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_B_1	Saccharomyces cerevisiae	not available	not available	86	PXD011071_Sorbic_cerevisiae_PARTRAPP_B_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_B_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_2	Saccharomyces cerevisiae	not available	not available	87	PXD011071_TRAPP_cerevisiae_1360_S2_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_A_3	Escherichia coli	not available	not available	88	PXD011071_TRAPP_Escherichia_1360_A_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_A_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_PARTRAPP_cerevisiae_A_3	Saccharomyces cerevisiae	not available	not available	89	PXD011071_PARTRAPP_cerevisiae_A_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_A_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S4_6	Saccharomyces cerevisiae	not available	not available	90	PXD011071_TRAPP_cerevisiae_1360_S4_6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S4_6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_C_4	Escherichia coli	not available	not available	91	PXD011071_TRAPP_Escherichia_1360_C_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_C_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S3_7	Saccharomyces cerevisiae	not available	not available	92	PXD011071_TRAPP_cerevisiae_1360_S3_7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S3_7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_800_S9_1	Saccharomyces cerevisiae	not available	not available	93	PXD011071_TRAPP_cerevisiae_800_S9_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_800_S9_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_400_2B1	Escherichia coli	not available	not available	94	PXD011071_TRAPP_Escherichia_400_2B1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_400_2B1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_PARTRAPP_cerevisiae_H2_4	Saccharomyces cerevisiae	not available	not available	95	PXD011071_PARTRAPP_cerevisiae_H2_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_H2_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_iTRAPP_no_lambda	Saccharomyces cerevisiae	not available	not available	96	PXD011071_iTRAPP_no_lambda_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	iTRAPP_no_lambda.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_A1	Saccharomyces cerevisiae	not available	not available	97	PXD011071_Sorbic_cerevisiae_total_proteome_A1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_A1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_400_S11_2	Saccharomyces cerevisiae	not available	not available	98	PXD011071_TRAPP_cerevisiae_400_S11_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_400_S11_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_A_1	Saccharomyces cerevisiae	not available	not available	99	PXD011071_Sorbic_cerevisiae_PARTRAPP_A_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_A_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S5_1	Saccharomyces cerevisiae	not available	not available	100	PXD011071_TRAPP_cerevisiae_1360_S5_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S5_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_800_S8_2	Saccharomyces cerevisiae	not available	not available	101	PXD011071_TRAPP_cerevisiae_800_S8_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_800_S8_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_B_1	Escherichia coli	not available	not available	102	PXD011071_TRAPP_Escherichia_1360_B_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_B_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_A3	Saccharomyces cerevisiae	not available	not available	103	PXD011071_Sorbic_cerevisiae_total_proteome_A3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_A3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
