accession	pubmed_id	pmc_id	raw_file_count	organism	taxids	experiment_types	pub_license	Reannotated	Reannotation_QC	spectral_file_types
PXD041519	37478862.0		1	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD018219	32459472.0		31	Saccharomyces cerevisiae (baker's yeast); Arabidopsis thaliana (mouse-ear cress)	4932; 3702	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD041019			4	Mus musculus (mouse)	10090	Gel-based experiment		False	False	RAW
PXD031911			107	Cytomegalovirus; Homo sapiens (human); Human betaherpesvirus 5	10358; 9606; 10359	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042302	37325559.0	PMC10262054	31	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD037030	0.0		0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;ZIP
PXD041148	37341467.0		0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF
PXD039008			6	Homo sapiens (human)	9606	Shotgun proteomics		False	False	MZXML;RAW
PXD039010			6	Homo sapiens (human)	9606	Shotgun proteomics		False	False	MZXML;RAW
PXD038018	0.0		219	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics		False	False	RAW;ZIP
PXD039939	37264685.0	PMC10350818	1	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD028063			77	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD037678	37221179.0	PMC10205723	28	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD039612	37363319.0	PMC10289200	18	Rattus norvegicus (rat)	10116	Gel-based experiment	CC BY	False	False	MGF;MZML;RAW
PXD037443	36652389.0	PMC10284117	36	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD041438	37343697.0	PMC10279469	34	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD041831	37343697.0	PMC10279469	19	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD036640	37343697.0	PMC10279469	158	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics	CC BY	False	False	RAW
PXD042625	37343697.0	PMC10279469	0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	PDRESULT
PXD040736	37399331.0	PMC10393194	28	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD022991	0.0		24	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD042123	0.0		12	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD039864			8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD040875	37295430.0	PMC10297700	21	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	MZML;RAW
PXD041955	0.0		4	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;MZML;RAW
PXD039717			55	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD017379	0.0		37	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics		False	False	MGF;RAW
PXD039068			0	Saccharomyces cerevisiae (baker's yeast)	4932	Top-down proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;XML
PXD043245	37575477.0	PMC10413933	6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD027954	34847623.0	PMC9306725	54	Homo sapiens (human)	9606	Shotgun proteomics	CC BY-NC	False	False	RAW
PXD043532	0.0		18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD040267	0.0		46	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD044574	31663850.0	PMC6839919	12	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD026793			37	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MZXML;RAW
PXD039289			12	Vibrio cholerae o395	345073	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD039754	0.0		10	Homo sapiens (human); Bos taurus (bovine)	9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD029930	0.0		96	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD025843	0.0		22	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD039125	0.0		0	Homo sapiens (human); Plasmodium falciparum nf54	9606; 5843	Affinity purification coupled with mass spectrometry proteomics		False	False	ZIP
PXD035404			10	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD035589			22	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD035591			0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	ZIP
PXD038067	37402368.0	PMC10484158	1	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD043805			30	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD044625	37805600.0	PMC10560261	178	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD045987	0.0		23	Trypanosoma brucei	5691	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD034894	37833274.0	PMC10576089	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD035813	37485370.0	PMC10362359	12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD035801	37485370.0	PMC10362359	12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD033593	35961399.0	PMC10368009	5	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD040902	37526474.0	PMC10476242	6	Hiv-1 m:b_mn	11696	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD040939	37225161.0	PMC10433927	12	Zea mays (maize)	4577	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD042584	37516774.0	PMC10387098	1	Spodoptera frugiperda; Homo sapiens (human)	7108; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD042830	37833251.0	PMC10575931	4	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD042501	37686208.0	PMC10487470	0	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics; HDMSE	CC BY	False	False	RAR
PXD042395	37395449.0	PMC10415142	24	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD038332	0.0		117	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD041943	0.0		9	Homo sapiens (human)	9606	Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW;ZIP
PXD038398			11	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD032222			90	Mus musculus (mouse); Bos taurus (bovine)	10090; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD036884	0.0		108	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD040144			3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD038615	38096902.0	PMC10830420	6	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD047030			0	Mus musculus (mouse)	10090	Top-down proteomics		False	False	ZIP
PXD043976	0.0		88	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026861	37937463.0		6	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD029749	34908404.0		1	Homo sapiens (human)	9606	Shotgun proteomics		False	False	MZML;RAW
PXD042599			193	Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human)	4932; 9606	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment		False	False	MGF;RAW
PXD040991			10	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD046895	0.0		4	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics		False	False	MGF;RAW
PXD043093	0.0		21	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics		False	False	RAW
PXD043732	0.0		42	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD028462	37098122.0	PMC10388395	10	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD044750	37979917.0	PMC10716779	1	Rattus norvegicus (rat)	10116	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD024946	37770719.0	PMC10643145	14	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD035452	36475596.0	PMC9867941	9	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD047378	38130664.0	PMC10733194	0	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition	CC BY	False	False	ZIP
PXD043041	38111714.0	PMC10727772	4	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MZML;RAW
PXD041684	37667030.0	PMC10643120	9	Pseudomonas phage phipa3	998086	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD038515	37310689.0	PMC10602608	0	Chlamydomonas reinhardtii	3055	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	SCAN;WIFF
PXD045105	38057394.0	PMC10700374	8	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	APL;RAW
PXD037569	37940635.0	PMC10632371	84	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD033244			2	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD045792	38294351.0	PMC10867798	8	Bacteria; Neisseria meningitidis serogroup c (strain 8013)	2; 604162	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD041378			15	Mus musculus (mouse)	10090	Shotgun proteomics; Gel-based experiment		False	False	RAW
PXD029033	0.0		86	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD045837	0.0		0	Homo sapiens (human)	9606	HDMSE; MSE		False	False	ZIP
PXD040374	0.0		120	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD043789			12	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD047929			12	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD046382			42	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD032132			178	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD043347	38372774.0		15	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD046754			16	Mus musculus (mouse)	10090	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD045575	0.0		3	Sinapis alba	3728	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD048897	0.0		8	Cricetulus sp.	10031	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD046267			76	Severe acute respiratory syndrome coronavirus 2; Homo sapiens (human)	2697049; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD038583	0.0		24	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD046472			7	Homo sapiens (human)	9606	Gel-based experiment		False	False	RAW
PXD040337			26	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042549	38664367.0	PMC11045720	0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;ZIP
PXD033205	36115020.0	PMC9828221	0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC	False	False	MGF;ZIP
PXD046966	38334954.0		8	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD042693			6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042673			6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042674			13	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042687			9	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042691			9	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042694			9	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD047583			6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042657			0	Homo sapiens (human)	9606	Shotgun proteomics		False	False	ZIP
PXD042697			15	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042706			12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD042700			0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	ZIP
PXD042698			0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	ZIP
PXD047455			0	Homo sapiens (human)	9606	SWATH MS		False	False	ZIP
PXD042702			0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	ZIP
PXD050287	0.0		21	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity proteomics; Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD046990	38383789.0	PMC10937380	3	Homo sapiens (human)	9606	Bottom-up proteomics	CC BY	False	False	RAW
PXD050824	38522511.0	PMC11066577	8	Homo sapiens (human)	9606	Bottom-up proteomics	CC BY-NC-ND	False	False	RAW
PXD048297	0.0		6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	MGF;RAW
PXD031415	38528119.0		181	Homo sapiens (human)	9606	SWATH MS; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD048298	0.0		12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	MGF;RAW
PXD050222	0.0		40	Mus musculus (mouse)	10090	Bottom-up proteomics		False	False	RAW
PXD037894	36630201.0		16	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	DTA;MGF;RAW
PXD035201	36630201.0		52	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	DTA;MGF;RAW
PXD040547	0.0		2	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD040412			30	Drosophila melanogaster (fruit fly)	7227	Shotgun proteomics		False	False	RAW
PXD051075			226	Escherichia coli; Homo sapiens (human)	562; 9606	Bottom-up proteomics		False	False	RAW
PXD049360			30	Drosophila melanogaster (fruit fly)	7227	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD049375			40	Drosophila melanogaster (fruit fly)	7227	Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	RAW
PXD041610	0.0		21	Arabidopsis thaliana (mouse-ear cress)	3702	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD050556			0	Homo sapiens (human)	9606	Gel-based experiment		False	False	ZIP
PXD049182	0.0		12	Hepacivirus; Homo sapiens (human)	11102; 9606	Bottom-up proteomics		False	False	RAW
PXD035980	38554706.0	PMC11055677	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD045071	0.0		3	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD043595	0.0		77	Bos taurus (bovine)	9913	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD043088			18	Candida albicans (yeast); Escherichia coli; Mus musculus (mouse)	5476; 562; 10090	Shotgun proteomics		False	False	RAW
PXD046634	0.0		12	Chlorobium tepidum	1097	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD050097			10	Xenopus laevis (african clawed frog)	8355	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD048180	0.0		11	Homo sapiens (human)	9606	Data-dependent acquisition		False	False	MZML;RAW
PXD048632			64	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	RAW
PXD047023			0	Schizosaccharomyces pombe strain spy73 975 h+; Schizosaccharomyces pombe	881122; 4896	Affinity purification coupled with mass spectrometry proteomics		False	False	ZIP
PXD049433			58	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Bottom-up proteomics		False	False	APL;RAW
PXD006715	0.0		20	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	GZ;MGF;RAW
PXD043294	38122900.0	PMC10831774	21	Homo sapiens (human)	9606	Top-down proteomics	CC BY	False	False	RAW
PXD038286	0.0		2	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD045858			8	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD038487	0.0		48	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD041309	38754429.0		92	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD034118	36889310.0	PMC10069010	140	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics	author_manuscript	False	False	RAW
PXD040000	38413589.0	PMC10899662	24	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD047979	38724559.0	PMC11082246	60	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition	CC BY	False	False	RAW
PXD031643	37118428.0	PMC10154043	40	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD039401	36750097.0	PMC10074544	4	Homo sapiens (human)	9606	Shotgun proteomics	author_manuscript	False	False	RAW
PXD040156	38413589.0	PMC10899662	13	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD045791	38548729.0	PMC10978841	22	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics	CC BY	False	False	RAW
PXD046392	38266916.0	PMC10884514	5	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MGF;MZML;RAW
PXD041908	37792491.0	PMC10848943	18	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics	CC BY-NC-SA	False	False	MGF;MZML;RAW
PXD045482	38802340.0	PMC11130243	99	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD052687			7	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD049303	0.0		8	Arabidopsis thaliana (mouse-ear cress)	3702	Bottom-up proteomics		False	False	RAW
PXD046385			6	Rattus norvegicus (rat)	10116	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD040262			22	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD052825			9	Homo sapiens (human)	9606	Top-down proteomics		False	False	RAW;XLSX
PXD046414			10	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD046413			10	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD046412			20	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD050493			33	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	RAW
PXD040690			15	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD043900	38050972.0	PMC10853771	4	Bacillus subtilis	1423	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD042282			6	Entamoeba histolytica hm-1:imss	294381	Shotgun proteomics		False	False	MGF;MZML;RAW
PXD048452			54	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment		False	False	RAW
PXD048194	38719837.0	PMC11079001	8	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD051693			14	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD036649	37307416.0		48	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD053578	36993679.0	PMC10055685	45	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition	CC BY	False	False	RAW
PXD049300	39003270.0	PMC11246429	1	Rattus norvegicus (rat); Mus musculus (mouse); Bos taurus (bovine)	10116; 10090; 9913	Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition	CC BY	False	False	RAW
PXD052930	0.0		48	Homo sapiens (human)	9606	Top-down proteomics		False	False	RAW
PXD033008	0.0		12	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD032833	0.0		12	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD034874	0.0		39	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD034965	0.0		12	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD032976	0.0		16	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD048625			2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD039986	0.0		4	Toxoplasma gondii gt1	507601	Shotgun proteomics		False	False	MZML;RAW
PXD039985	0.0		4	Toxoplasma gondii gt1	507601	Shotgun proteomics		False	False	MZML;RAW
PXD039983	0.0		6	Toxoplasma gondii gt1	507601	Shotgun proteomics		False	False	MZML;RAW
PXD052745			57	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD045081			25	Caenorhabditis elegans	6239	Shotgun proteomics		False	False	RAW
PXD042343	0.0		10	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD040762	0.0		91	Homo sapiens (human)	9606	SWATH MS; Shotgun proteomics		False	False	RAW
PXD053636			9	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD052022	39482464.0	PMC11621016	132	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Data-dependent acquisition	CC BY	False	False	RAW
PXD047725	0.0		36	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD042173	39482464.0	PMC11621016	178	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics; Data-dependent acquisition	CC BY	False	False	MS2;RAW
PXD054720			3	Escherichia coli (strain k12)	83333	Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition		False	False	MGF;RAW
PXD039626	37419112.0	PMC10510412	78	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics	author_manuscript	False	False	RAW
PXD044289			9	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD052923	0.0		1	Trypanosoma brucei	5691	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD044974	0.0		120	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD045846	0.0		9	Mus musculus (mouse)	10090	Top-down proteomics		False	False	RAW
PXD055235			0	Homo sapiens (human)	9606	Gel-based experiment		False	False	ZIP
PXD044921	39223388.0		10	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MS2;RAW
PXD050960	0.0		0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;ZIP
PXD053760	0.0		0	Trypanosoma brucei	5691	Bottom-up proteomics		False	False	SCAN;WIFF
PXD041328	0.0		75	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD040452	0.0		18	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD041135	0.0		2	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD044827			6	Xenopus laevis (african clawed frog)	8355	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD055778	0.0		0	Petunia integrifolia subsp. inflata	212142	Bottom-up proteomics; Data-dependent acquisition		False	False	ZIP
PXD055749	0.0		0	Petunia integrifolia subsp. inflata	212142	Data-independent acquisition; Bottom-up proteomics		False	False	ZIP
PXD040705	38925115.0		38	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD054875	0.0		122	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Data-dependent acquisition		False	False	RAW
PXD052801			0	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	MZML
PXD025923			72	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD055943			10	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD054003			30	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	MZML;RAW
