source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD006131_B160523_21_Lumos_LK_IN_190_CK-BS3_CID_Rep4	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	72	PXD006131_B160523_21_Lumos_LK_IN_190_CK-BS3_CID_Rep4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	4	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_21_Lumos_LK_IN_190_CK-BS3_CID_Rep4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_19_Lumos_LK_IN_190_CK-BS3_EThcD_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	73	PXD006131_B160523_19_Lumos_LK_IN_190_CK-BS3_EThcD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_19_Lumos_LK_IN_190_CK-BS3_EThcD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_08_Lumos_IN_LK_HSA-BS3_ETD_Rep1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	74	PXD006131_B160326_08_Lumos_IN_LK_HSA-BS3_ETD_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_08_Lumos_IN_LK_HSA-BS3_ETD_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_13_Lumos_LK_IN_190_PC_BS3_EThcD_DT_3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	75	PXD006131_B160803_13_Lumos_LK_IN_190_PC_BS3_EThcD_DT_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_13_Lumos_LK_IN_190_PC_BS3_EThcD_DT_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_12_Lumos_LK_IN_190_CK-BS3_ETciD_Rep2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	76	PXD006131_B160523_12_Lumos_LK_IN_190_CK-BS3_ETciD_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_12_Lumos_LK_IN_190_CK-BS3_ETciD_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_15_Lumos_LK_IN_190_CK-BS3_HCD_Rep2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	77	PXD006131_B160523_15_Lumos_LK_IN_190_CK-BS3_HCD_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_15_Lumos_LK_IN_190_CK-BS3_HCD_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_12_Lumos_IN_LK_HSA-BS3_ETcid_Rep2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	78	PXD006131_B160326_12_Lumos_IN_LK_HSA-BS3_ETcid_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_12_Lumos_IN_LK_HSA-BS3_ETcid_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_20_Lumos_LK_IN_190_CK-BS3_HCD_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	79	PXD006131_B160523_20_Lumos_LK_IN_190_CK-BS3_HCD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_20_Lumos_LK_IN_190_CK-BS3_HCD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160726_02_Lumos_LK_IN_190_Myo-BS3_IncAll_S1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	80	PXD006131_B160726_02_Lumos_LK_IN_190_Myo-BS3_IncAll_S1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160726_02_Lumos_LK_IN_190_Myo-BS3_IncAll_S1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_03_Lumos_IN_LK_HSA-BS3_HCD30_Rep2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	81	PXD006131_B160326_03_Lumos_IN_LK_HSA-BS3_HCD30_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_03_Lumos_IN_LK_HSA-BS3_HCD30_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_07_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	82	PXD006131_B160812_07_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_07_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_07_Lumos_LK_IN_190_PC_BS3_HCD_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	83	PXD006131_B160803_07_Lumos_LK_IN_190_PC_BS3_HCD_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_07_Lumos_LK_IN_190_PC_BS3_HCD_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_12_Lumos_LK_IN_190_PC_BS3_HCD_DT_3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	84	PXD006131_B160803_12_Lumos_LK_IN_190_PC_BS3_HCD_DT_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_12_Lumos_LK_IN_190_PC_BS3_HCD_DT_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
