source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD011036_7PMix_BS3_HSA_F4_DDA_iRT_002	Homo sapiens	serum albumin	not available	11	PXD011036_7PMix_BS3_HSA_F4_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_HSA_F4_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.1x_DDA_002	Homo sapiens	serum albumin	not available	53	PXD011036_HSA_BS3_0.1x_DDA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.1x_DDA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F3_DDA_iRT_002	Equus caballus (horse)	serum albumin	not available	11	PXD011036_7PMix_BS3_Ceratin_F3_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F3_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.9x_DIA12_iRT_002	Homo sapiens	serum albumin	not available	54	PXD011036_7PMix_0.9x_DIA12_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.9x_DIA12_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Lyso_F3_DDA_iRT_002	Gallus gallus	serum albumin	not available	12	PXD011036_7PMix_BS3_Lyso_F3_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Lyso_F3_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.3x_DIA12_iRT_ecoli_001	Escherichia coli	serum albumin	not available	55	PXD011036_7PMix_0.3x_DIA12_iRT_ecoli_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.3x_DIA12_iRT_ecoli_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Cata_F5_DDA_iRT_001	Bos taurus	serum albumin	not available	4	PXD011036_7PMix_BS3_Cata_F5_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	5	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Cata_F5_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_library_004	Homo sapiens	serum albumin	not available	56	PXD011036_7PMix_pooled_DDA_library_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_library_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Lyso_F5_DDA_iRT_001	Gallus gallus	serum albumin	not available	5	PXD011036_7PMix_BS3_Lyso_F5_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	5	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Lyso_F5_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F5_DDA_iRT_001	Equus caballus (horse)	serum albumin	not available	6	PXD011036_7PMix_BS3_Ceratin_F5_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	5	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F5_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_iRT_library_005	Homo sapiens	serum albumin	not available	57	PXD011036_7PMix_pooled_DDA_iRT_library_005_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_iRT_library_005.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_iRT_library_007	Homo sapiens	serum albumin	not available	58	PXD011036_7PMix_pooled_DDA_iRT_library_007_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_iRT_library_007.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_iRT_library_008	Homo sapiens	serum albumin	not available	59	PXD011036_7PMix_pooled_DDA_iRT_library_008_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_iRT_library_008.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Lyso_F6_DDA_iRT_001	Gallus gallus	serum albumin	not available	6	PXD011036_7PMix_BS3_Lyso_F6_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	6	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Lyso_F6_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_1x_DIA12_iRT_ecoli_003	Escherichia coli	serum albumin	not available	60	PXD011036_7PMix_1x_DIA12_iRT_ecoli_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_1x_DIA12_iRT_ecoli_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.3x_DDA_002	Homo sapiens	serum albumin	not available	61	PXD011036_HSA_BS3_0.3x_DDA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.3x_DDA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Myo_F4_DDA_iRT_001	Equus caballus	serum albumin	not available	12	PXD011036_7PMix_BS3_Myo_F4_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Myo_F4_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.1x_DIA12_iRT_ecoli_002	Escherichia coli	serum albumin	not available	62	PXD011036_7PMix_0.1x_DIA12_iRT_ecoli_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.1x_DIA12_iRT_ecoli_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_1x_DIA12_iRT_003	Homo sapiens	serum albumin	not available	63	PXD011036_7PMix_1x_DIA12_iRT_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_1x_DIA12_iRT_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.5x_DIA12_iRT_002	Homo sapiens	serum albumin	not available	64	PXD011036_7PMix_0.5x_DIA12_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.5x_DIA12_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.9x_DDA_002	Homo sapiens	serum albumin	not available	65	PXD011036_HSA_BS3_0.9x_DDA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.9x_DDA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_library_003	Homo sapiens	serum albumin	not available	66	PXD011036_7PMix_pooled_DDA_library_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_library_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.9x_DDA_003	Homo sapiens	serum albumin	not available	67	PXD011036_HSA_BS3_0.9x_DDA_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.9x_DDA_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Cyto_F1F2_DDA_iRT_001	Bos taurus	serum albumin	not available	68	PXD011036_7PMix_BS3_Cyto_F1F2_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Cyto_F1F2_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Cyto_F5_DDA_iRT_001	Bos taurus	serum albumin	not available	7	PXD011036_7PMix_BS3_Cyto_F5_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	5	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Cyto_F5_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_Ecoli_DDA_Library-04	Escherichia coli	serum albumin	not available	69	PXD011036_Ecoli_DDA_Library-04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	Ecoli_DDA_Library-04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.9x_DDA_001	Homo sapiens	serum albumin	not available	70	PXD011036_HSA_BS3_0.9x_DDA_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.9x_DDA_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
