source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD013338_dme_s2_wc_dp_uv_radjpep_biorep4_trep1	Drosophila melanogaster	not available	whole cell lysate	not available	151	PXD013338_dme_s2_wc_dp_uv_radjpep_biorep4_trep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_uv_radjpep_biorep4_trep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_K_UV_06	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	152	PXD013338_Dmel_S2_K_UV_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_K_UV_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_B_UV_02	Drosophila melanogaster	not available	whole cell lysate	not available	153	PXD013338_Dmel_S2_B_UV_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_B_UV_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_E_UVctrl_E_002	Drosophila melanogaster	not available	whole cell lysate	not available	154	PXD013338_Dmel_S2_E_UVctrl_E_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_E_UVctrl_E_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_L_FActrl_004	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	155	PXD013338_Dmel_S2_L_FActrl_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_L_FActrl_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Amol_FAplus_S04_02	Drosophila melanogaster	not available	whole cell lysate	not available	156	PXD013338_Amol_FAplus_S04_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Amol_FAplus_S04_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_C_FActrl_01	Drosophila melanogaster	not available	whole cell lysate	not available	157	PXD013338_Dmel_S2_C_FActrl_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_C_FActrl_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_J_UVctrl_006	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	158	PXD013338_Dmel_S2_J_UVctrl_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_J_UVctrl_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_A_UVctrl_002	Drosophila melanogaster	not available	whole cell lysate	not available	159	PXD013338_Dmel_S2_A_UVctrl_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_A_UVctrl_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_G_FActrl_06	Drosophila melanogaster	not available	whole cell lysate	not available	160	PXD013338_Dmel_S2_G_FActrl_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_G_FActrl_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_003	Drosophila melanogaster	not available	whole cell lysate	not available	161	PXD013338_Dmel_S2_D_FA_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_uv_adjpep_biorep2_trep_2	Drosophila melanogaster	not available	whole cell lysate	not available	162	PXD013338_dme_s2_wc_dp_uv_adjpep_biorep2_trep_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_uv_adjpep_biorep2_trep_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_005	Drosophila melanogaster	not available	whole cell lysate	not available	163	PXD013338_Dmel_S2_D_FA_005_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_005.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_F_UV_F_001	Drosophila melanogaster	not available	whole cell lysate	not available	1	PXD013338_Dmel_S2_F_UV_F_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	001	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_F_UV_F_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_001	Drosophila melanogaster	not available	whole cell lysate	not available	164	PXD013338_Dmel_S2_D_FA_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_nonuv_adjpep_biorep1_trep_1	Drosophila melanogaster	not available	whole cell lysate	not available	165	PXD013338_dme_s2_wc_dp_nonuv_adjpep_biorep1_trep_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_nonuv_adjpep_biorep1_trep_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_nonuv_adjpep_biorep4_trep2	Drosophila melanogaster	not available	whole cell lysate	not available	166	PXD013338_dme_s2_wc_dp_nonuv_adjpep_biorep4_trep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_nonuv_adjpep_biorep4_trep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_05	Drosophila melanogaster	not available	whole cell lysate	not available	167	PXD013338_Dmel_S2_D_FA_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_M_FA_03	Drosophila melanogaster (fruit fly)	not available	whole cell lysate	not available	168	PXD013338_Dmel_S2_M_FA_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_M_FA_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_D_FA_02	Drosophila melanogaster	not available	whole cell lysate	not available	169	PXD013338_Dmel_S2_D_FA_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_D_FA_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_Dmel_S2_B_UV_04	Drosophila melanogaster	not available	whole cell lysate	not available	170	PXD013338_Dmel_S2_B_UV_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	Dmel_S2_B_UV_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD013338_dme_s2_wc_dp_uv_adjpep_biorep3_trep1	Drosophila melanogaster	not available	whole cell lysate	not available	171	PXD013338_dme_s2_wc_dp_uv_adjpep_biorep3_trep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=N;MT=Variable	NT=Deamidation;AC=UNIMOD:35;TA=Q;MT=Variable	not available	not available	NT=[{'NT': 'FA', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=FA;AC=null;CL=null;TA=K,nterm'}, {'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	oligo-dT magnetic beads (polyA+ pulldown)	0.1% (v/v)	not available	10 min	room temperature	dme_s2_wc_dp_uv_adjpep_biorep3_trep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
