source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_21	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	81	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_37	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	82	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_37_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_37.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_14	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	83	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_32	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	84	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_32_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_32.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_15	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	85	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_02	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	86	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_25	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	87	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_25_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_25.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_33	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	88	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_33_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_33.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_04	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	89	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_34	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	90	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_34_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_34.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_13	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	91	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_13_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_13.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_03	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	92	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_31	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	93	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_31_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_31.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_01	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	94	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_34	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	95	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_34_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_34.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_10	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	96	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_32	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	97	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_32_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_32.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_22	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	98	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_22_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_22.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_04	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	99	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_38	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	100	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_38_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_38.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_24	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	101	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_24_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_24.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_09	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	102	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_09_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_09.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_32	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	103	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_32_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_32.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_08	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	104	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_01	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	105	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_21	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	106	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_27	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	107	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_27_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_27.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
